target_id	length	eff_length	est_counts	tpm
OG049_t2	1397	1247.000	141	3523.610258
OG050_t1	2560	2410.000	238	3077.479162
OG050_t2	2538	2388.000	199	2596.892430
OG051_t1	1797	1647.000	222	4200.438029
OG051_t2	1383	1233.000	211	5332.791268
OG052_t1	729	579.000	36	1937.577772
OG052_t2	1844	1694.000	25	459.898305
OG053_t1	2174	2024.000	3	46.189786
OG053_t2	879	729.000	4	170.988802
OG054_t1	750	600.000	23	1194.570518
OG054_t2	2659	2509.000	20	248.407407
OG055_t1	1864	1714.000	53	963.607693
OG055_t2	1407	1257.000	46	1140.401449
OG056_t1	966	816.000	238	9089.123506
OG056_t2	1491	1341.000	238	5530.741820
OG057_t1	1575	1425.000	186	4067.553617
OG057_t2	1671	1521.000	219	4486.938400
OG058_t1	1157	1007.000	21	649.867818
OG058_t2	1251	1101.000	19	537.776089
OG059_t1	1930	1780.000	129	2258.421057
OG059_t2	1203	1053.000	141	4172.784418
OG060_t1	2501	2351.000	4	53.020347
OG060_t2	2554	2404.000	4	51.851430
OG061_t1	1697	1547.000	54	1087.773946
OG061_t2	2098	1948.000	38	607.896791
OG062_t1	1161	1011.000	273	8414.856183
OG062_t2	1527	1377.000	287	6495.059934
OG063_t1	1905	1755.000	5	88.782647
OG063_t2	774	624.000	5	249.701195
OG064_t1	1594	1444.000	4	86.323294
OG064_t2	1953	1803.000	6	103.702859
OG065_t1	953	803.000	6	232.847142
OG065_t2	2430	2280.000	6	82.007129
OG066_t1	1701	1551.000	74	1486.808819
OG066_t2	1280	1130.000	61	1682.234742
OG067_t1	1462	1312.000	18	427.537168
OG067_t2	2540	2390.000	15	195.581857
OG068_t1	808	658.000	212	10040.264958
OG068_t2	2501	2351.000	161	2134.068981
OG069_t1	2168	2018.000	39	602.252556
OG069_t2	2169	2019.000	29	447.607016
OG070_t1	1545	1395.000	41	915.893244
OG070_t2	2598	2448.000	26	330.976486
OG071_t1	1077	927.000	45	1512.752872
OG071_t2	1810	1660.000	55	1032.499400
OG072_t1	1089	939.000	106	3517.835113
OG072_t2	1030	880.000	93	3293.331764
OG073_t1	2030	1880.000	183	3033.391371
OG073_t2	978	828.000	181	6812.138114
OG074_t1	2096	1946.000	73	1169.001937
OG074_t2	1690	1540.000	78	1578.370984
OG075_t1	754	604.000	3	154.781668
OG075_t2	2220	2070.000	3	45.163347
OG076_t1	862	712.000	46	2013.321098
OG076_t2	743	593.000	32	1681.630174
OG077_t1	2092	1942.000	5	80.233546
OG077_t2	1252	1102.000	5	141.391602
OG078_t1	1597	1447.000	332	7149.978882
OG078_t2	2377	2227.000	315	4407.837174
OG079_t1	925	775.000	7	281.469631
OG079_t2	1788	1638.000	7	133.173971
OG080_t1	1566	1416.000	14	308.105882
OG080_t2	1912	1762.000	8	141.487896
OG081_t1	1855	1705.000	58	1060.080429
OG081_t2	1242	1092.000	71	2026.146841
OG082_t1	1961	1811.000	192	3303.832225
OG082_t2	1069	919.000	155	5255.952035
OG083_t1	1250	1100.000	404	11445.213183
OG083_t2	1353	1203.000	309	8004.386643
OG084_t1	2247	2097.000	50	743.030738
OG084_t2	2686	2536.000	59	724.999937
OG085_t1	982	832.000	10	374.551793
OG085_t2	1330	1180.000	10	264.090756
OG086_t1	2210	2060.000	88	1331.222527
OG086_t2	1911	1761.000	69	1221.026083
OG087_t1	1458	1308.000	6	142.948207
OG087_t2	2612	2462.000	4	50.629909
OG088_t1	1771	1621.000	301	5786.536371
OG088_t2	2576	2426.000	401	5150.967178
OG089_t1	2109	1959.000	4	63.629830
OG089_t2	1100	950.000	3	98.408555
OG090_t1	2539	2389.000	253	3300.194817
OG090_t2	1966	1816.000	181	3105.974867
OG091_t1	786	636.000	133	6516.730061
OG091_t2	1731	1581.000	87	1714.835988
OG092_t1	2330	2180.000	97	1386.597610
OG092_t2	1905	1755.000	101	1793.409473
OG093_t1	1805	1655.000	105	1977.090309
OG093_t2	1239	1089.000	68	1945.880829
OG094_t1	1807	1657.000	32	601.814540
OG094_t2	1114	964.000	24	775.835083
OG095_t1	1487	1337.000	101	2354.101440
OG095_t2	2363	2213.000	129	1816.533882
OG096_t1	1052	902.000	42	1451.035238
OG096_t2	1385	1235.000	46	1160.716293
OG097_t1	1373	1223.000	61	1554.313376
OG097_t2	2166	2016.000	57	881.088503
OG098_t1	2691	2541.000	8	98.111638
OG098_t2	1607	1457.000	11	235.270968
OG099_t1	1967	1817.000	5	85.753190
OG099_t2	2692	2542.000	4	49.036521
OG100_t1	1423	1273.000	42	1028.149085
OG100_t2	2392	2242.000	50	694.975673
OG101_t1	1228	1078.000	11	317.986828
OG101_t2	916	766.000	10	406.823879
OG102_t1	2165	2015.000	151	2335.270017
OG102_t2	2535	2385.000	167	2182.042948
OG103_t1	1441	1291.000	78	1882.797300
OG103_t2	1606	1456.000	97	2076.087080
OG104_t1	2350	2200.000	15	212.473017
OG104_t2	2455	2305.000	13	175.754976
OG105_t1	2280	2130.000	7	102.412659
OG105_t2	863	713.000	4	174.825858
OG106_t1	1251	1101.000	141	3990.864661
OG106_t2	788	638.000	118	5763.635864
OG107_t1	975	825.000	20	755.459616
OG107_t2	1014	864.000	33	1190.242364
OG108_t1	1095	945.000	224	7386.716246
OG108_t2	2014	1864.000	296	4948.584717
OG109_t1	1008	858.000	13	472.162260
OG109_t2	2091	1941.000	11	176.604740
OG110_t1	2419	2269.000	15	206.011740
OG110_t2	2212	2062.000	27	408.047113
OG111_t1	1194	1044.000	147	4387.852727
OG111_t2	2381	2231.000	125	1746.005668
OG112_t1	878	728.000	136	5821.605008
OG112_t2	1217	1067.000	152	4439.298775
OG113_t1	2648	2498.000	23	286.926465
OG113_t2	2594	2444.000	25	318.767483
OG114_t1	1412	1262.000	51	1259.348785
OG114_t2	742	592.000	44	2316.147303
OG115_t1	805	655.000	184	8754.104559
OG115_t2	1499	1349.000	123	2841.373778
OG116_t1	1316	1166.000	217	5799.577949
OG116_t2	2333	2183.000	181	2583.806852
OG117_t1	1356	1206.000	64	1653.742443
OG117_t2	1324	1174.000	57	1513.010581
OG118_t1	1746	1596.000	54	1054.377378
OG118_t2	2286	2136.000	41	598.160616
OG119_t1	926	776.000	4	160.632521
OG119_t2	836	686.000	5	227.133449
OG120_t1	2177	2027.000	3	46.121425
OG120_t2	1393	1243.000	4	100.282250
OG121_t1	1350	1200.000	161	4180.996813
OG121_t2	1774	1624.000	140	2686.440445
OG122_t1	1645	1495.000	7	145.912351
OG122_t2	2435	2285.000	9	122.741524
OG123_t1	1782	1632.000	180	3437.063511
OG123_t2	1360	1210.000	142	3657.111323
OG124_t1	2366	2216.000	27	379.690048
OG124_t2	1581	1431.000	28	609.752520
OG125_t1	1304	1154.000	24	648.097938
OG125_t2	963	813.000	29	1111.584952
OG126_t1	1580	1430.000	13	283.297356
OG126_t2	746	596.000	9	470.577823
OG127_t1	1712	1562.000	41	817.971239
OG127_t2	888	738.000	55	2322.424125
OG128_t1	1229	1079.000	75	2166.082657
OG128_t2	1536	1386.000	85	1911.132957
OG129_t1	895	745.000	4	167.316559
OG129_t2	1335	1185.000	4	105.190579
OG130_t1	1882	1732.000	11	197.915589
OG130_t2	2037	1887.000	11	181.658612
OG131_t1	1189	1039.000	24	719.831588
OG131_t2	1424	1274.000	35	856.118384
OG132_t1	1644	1494.000	300	6257.572121
OG132_t2	2368	2218.000	250	3512.478490
OG133_t1	1970	1820.000	11	188.346044
OG133_t2	2177	2027.000	15	230.607123
OG134_t1	864	714.000	80	3491.620074
OG134_t2	2115	1965.000	90	1427.299656
OG135_t1	2400	2250.000	4	55.400372
OG135_t2	2198	2048.000	6	91.296999
OG136_t1	1174	1024.000	122	3712.744646
OG136_t2	2435	2285.000	119	1622.915707
OG137_t1	1705	1555.000	13	260.524257
OG137_t2	2134	1984.000	8	125.656085
OG138_t1	1433	1283.000	36	874.401816
OG138_t2	2330	2180.000	35	500.318725
OG139_t1	1092	942.000	3	99.244297
OG139_t2	1556	1406.000	3	66.492267
OG140_t1	1593	1443.000	5	107.978895
OG140_t2	1693	1543.000	8	161.569458
OG141_t1	2201	2051.000	9	136.745189
OG141_t2	1755	1605.000	12	232.992218
OG142_t1	1089	939.000	12	398.245485
OG142_t2	969	819.000	11	418.546765
OG143_t1	2385	2235.000	264	3680.964304
OG143_t2	1049	899.000	303	10503.115546
OG144_t1	2024	1874.000	38	631.901253
OG144_t2	2027	1877.000	48	796.915312
OG145_t1	1725	1575.000	65	1286.080061
OG145_t2	1440	1290.000	89	2149.985361
OG146_t1	2200	2050.000	9	136.811894
OG146_t2	2503	2353.000	5	66.219101
OG147_t1	781	631.000	184	9087.065746
OG147_t2	2476	2326.000	228	3054.642171
OG148_t1	1059	909.000	8	274.259267
OG148_t2	2007	1857.000	9	151.030901
OG149_t1	2301	2151.000	121	1752.992938
OG149_t2	804	654.000	106	5050.836653
OG150_t1	1396	1246.000	10	250.102000
OG150_t2	1953	1803.000	13	224.689528
OG151_t1	2114	1964.000	6	95.201759
OG151_t2	1498	1348.000	4	92.470947
OG152_t1	2574	2424.000	8	102.847225
OG152_t2	1959	1809.000	8	137.811870
OG153_t1	1330	1180.000	3	79.227227
OG153_t2	2337	2187.000	2	28.498134
OG154_t1	1360	1210.000	321	8267.131935
OG154_t2	2157	2007.000	256	3974.914572
OG155_t1	1891	1741.000	75	1342.448700
OG155_t2	1363	1213.000	65	1669.889609
OG156_t1	2348	2198.000	83	1176.753804
OG156_t2	2424	2274.000	80	1096.313427
OG157_t1	2507	2357.000	7	92.549412
OG157_t2	893	743.000	10	419.417351
OG158_t1	2132	1982.000	270	4245.172288
OG158_t2	1445	1295.000	384	9240.525342
OG159_t1	2598	2448.000	240	3055.167565
OG159_t2	2354	2204.000	386	5457.715851
OG160_t1	2361	2211.000	9	126.849562
OG160_t2	1654	1504.000	12	248.638637
OG161_t1	1560	1410.000	209	4619.153344
OG161_t2	2542	2392.000	157	2045.378486
OG162_t1	1668	1518.000	37	759.565375
OG162_t2	1399	1249.000	41	1022.955225
OG163_t1	1971	1821.000	14	239.581509
OG163_t2	2322	2172.000	14	200.864608
OG164_t1	2226	2076.000	120	1801.312668
OG164_t2	733	583.000	82	4383.091169
OG165_t1	2502	2352.000	10	132.494512
OG165_t2	1536	1386.000	10	224.839171
OG166_t1	1665	1515.000	27	555.375015
OG166_t2	1181	1031.000	17	513.837105
OG167_t1	1800	1650.000	8	151.091923
OG167_t2	1177	1027.000	14	424.808109
OG168_t1	1245	1095.000	20	569.181903
OG168_t2	1634	1484.000	17	356.985213
OG169_t1	1391	1241.000	110	2762.206292
OG169_t2	1637	1487.000	114	2389.071180
OG170_t1	1006	856.000	325	11831.636072
OG170_t2	1689	1539.000	402	8139.966916
OG171_t1	2282	2132.000	282	4121.896803
OG171_t2	897	747.000	220	9177.772444
OG172_t1	929	779.000	63	2520.219098
OG172_t2	1609	1459.000	57	1217.460193
OG173_t1	2558	2408.000	169	2187.083824
OG173_t2	2164	2014.000	286	4425.290378
OG174_t1	2228	2078.000	3	44.989474
OG174_t2	977	827.000	2	75.363263
OG175_t1	1582	1432.000	24	522.280042
OG175_t2	1558	1408.000	36	796.773814
OG176_t1	1708	1558.000	94	1880.163454
OG176_t2	1925	1775.000	93	1632.750396
OG177_t1	1200	1050.000	7	207.751394
OG177_t2	2264	2114.000	8	117.928890
OG178_t1	1663	1513.000	19	391.336070
OG178_t2	1489	1339.000	12	279.277453
OG179_t1	1696	1546.000	9	181.412925
OG179_t2	2326	2176.000	12	171.853176
OG180_t1	1093	943.000	15	495.695268
OG180_t2	2329	2179.000	19	271.726239
OG181_t1	1913	1763.000	11	194.435508
OG181_t2	1958	1808.000	10	172.360117
OG182_t1	1883	1733.000	5	89.909721
OG182_t2	2236	2086.000	5	74.694893
OG183_t1	1868	1718.000	3	54.416838
OG183_t2	2465	2315.000	3	40.383640
OG184_t1	1543	1393.000	301	6733.650724
OG184_t2	1640	1490.000	221	4622.119950
OG185_t1	2651	2501.000	345	4298.734371
OG185_t2	1215	1065.000	219	6408.106391
OG186_t1	2170	2020.000	161	2483.760483
OG186_t2	956	806.000	129	4987.580002
OG187_t1	942	792.000	2	78.693710
OG187_t2	2248	2098.000	4	59.414126
OG188_t1	2239	2089.000	30	447.525742
OG188_t2	2417	2267.000	29	398.640744
OG189_t1	1677	1527.000	159	3244.840050
OG189_t2	2069	1919.000	131	2127.313653
OG190_t1	1508	1358.000	89	2042.327773
OG190_t2	2145	1995.000	60	937.224336
OG191_t1	869	719.000	25	1083.543434
OG191_t2	2358	2208.000	34	479.860558
OG192_t1	2031	1881.000	219	3628.194209
OG192_t2	2289	2139.000	235	3423.673050
OG193_t1	2026	1876.000	3	49.833757
OG193_t2	758	608.000	4	205.017823
OG194_t1	2271	2121.000	5	73.462304
OG194_t2	2666	2516.000	6	74.314887
OG195_t1	1926	1776.000	27	473.757403
OG195_t2	1965	1815.000	22	377.729808
OG196_t1	2137	1987.000	64	1003.730944
OG196_t2	1943	1793.000	66	1147.093589
OG197_t1	1931	1781.000	9	157.475790
OG197_t2	831	681.000	9	411.841971
OG198_t1	1921	1771.000	59	1038.170435
OG198_t2	2376	2226.000	44	615.974485
OG199_t1	1554	1404.000	30	665.869854
OG199_t2	2202	2052.000	42	637.833228
OG200_t1	1128	978.000	222	7073.743798
OG200_t2	2007	1857.000	266	4463.802174
