target_id	length	eff_length	est_counts	tpm
OG042_t2	843	693.000	384	16520.538371
OG043_t1	2633	2483.000	3	36.022242
OG043_t2	2590	2440.000	3	36.657060
OG044_t1	1972	1822.000	107	1750.901083
OG044_t2	797	647.000	94	4331.614304
OG045_t1	945	795.000	3	112.507204
OG045_t2	950	800.000	4	149.072045
OG046_t1	1733	1583.000	3	56.502355
OG046_t2	879	729.000	4	163.590722
OG047_t1	1776	1626.000	48	880.130158
OG047_t2	1905	1755.000	36	611.577622
OG048_t1	2179	2029.000	487	7156.045948
OG048_t2	1550	1400.000	451	9604.498929
OG049_t1	869	719.000	99	4105.182893
OG049_t2	1397	1247.000	89	2127.892870
OG050_t1	2560	2410.000	236	2919.585289
OG050_t2	2538	2388.000	227	2834.116777
OG051_t1	1797	1647.000	217	3928.188690
OG051_t2	1383	1233.000	233	5634.028644
OG052_t1	729	579.000	41	2111.210316
OG052_t2	1844	1694.000	40	704.000215
OG053_t1	2174	2024.000	4	58.921757
OG053_t2	879	729.000	4	163.590722
OG054_t1	750	600.000	25	1242.267046
OG054_t2	2659	2509.000	18	213.893728
OG055_t1	1864	1714.000	58	1008.888989
OG055_t2	1407	1257.000	66	1565.434368
OG056_t1	966	816.000	279	10193.897226
OG056_t2	1491	1341.000	167	3712.905532
OG057_t1	1575	1425.000	272	5690.890718
OG057_t2	1671	1521.000	315	6174.581765
OG058_t1	1157	1007.000	20	592.143180
OG058_t2	1251	1101.000	19	514.508422
OG059_t1	1930	1780.000	88	1473.970787
OG059_t2	1203	1053.000	125	3539.222352
OG060_t1	2501	2351.000	5	63.407931
OG060_t2	2554	2404.000	3	37.206001
OG061_t1	1697	1547.000	40	770.896163
OG061_t2	2098	1948.000	40	612.205526
OG062_t1	1161	1011.000	254	7490.464797
OG062_t2	1527	1377.000	242	5239.714597
OG063_t1	1905	1755.000	4	67.953069
OG063_t2	774	624.000	4	191.118007
OG064_t1	1594	1444.000	6	123.882586
OG064_t2	1953	1803.000	5	82.680003
OG065_t1	953	803.000	6	222.772671
OG065_t2	2430	2280.000	6	78.458971
OG066_t1	1701	1551.000	68	1307.143661
OG066_t2	1280	1130.000	72	1899.679163
OG067_t1	1462	1312.000	18	409.039149
OG067_t2	2540	2390.000	18	224.543667
OG068_t1	808	658.000	184	8337.159989
OG068_t2	2501	2351.000	203	2574.361993
OG069_t1	2168	2018.000	29	428.452856
OG069_t2	2169	2019.000	36	531.609077
OG070_t1	1545	1395.000	40	854.893451
OG070_t2	2598	2448.000	28	341.014483
OG071_t1	1077	927.000	31	997.029862
OG071_t2	1810	1660.000	54	969.866320
OG072_t1	1089	939.000	69	2190.835173
OG072_t2	1030	880.000	93	3150.840961
OG073_t1	2030	1880.000	187	2965.582181
OG073_t2	978	828.000	174	6265.346838
OG074_t1	2096	1946.000	51	781.364267
OG074_t2	1690	1540.000	55	1064.800325
OG075_t1	754	604.000	2	98.723209
OG075_t2	2220	2070.000	2	28.806192
OG076_t1	862	712.000	38	1591.218463
OG076_t2	743	593.000	50	2513.862487
OG077_t1	2092	1942.000	7	107.466974
OG077_t2	1252	1102.000	6	162.328906
OG078_t1	1597	1447.000	273	5624.971446
OG078_t2	2377	2227.000	324	4337.614973
OG079_t1	925	775.000	9	346.231848
OG079_t2	1788	1638.000	6	109.210290
OG080_t1	1566	1416.000	13	273.719857
OG080_t2	1912	1762.000	12	203.049324
OG081_t1	1855	1705.000	58	1014.214503
OG081_t2	1242	1092.000	58	1583.549201
OG082_t1	1961	1811.000	186	3062.109382
OG082_t2	1069	919.000	221	7169.732763
OG083_t1	1250	1100.000	390	10570.563224
OG083_t2	1353	1203.000	427	10582.504308
OG084_t1	2247	2097.000	54	767.753024
OG084_t2	2686	2536.000	82	964.030578
OG085_t1	982	832.000	6	215.007758
OG085_t2	1330	1180.000	10	252.664484
OG086_t1	2210	2060.000	92	1331.517299
OG086_t2	1911	1761.000	77	1303.639693
OG087_t1	1458	1308.000	4	91.175563
OG087_t2	2612	2462.000	4	48.439332
OG088_t1	1771	1621.000	338	6216.699737
OG088_t2	2576	2426.000	287	3527.096212
OG089_t1	2109	1959.000	2	30.438396
OG089_t2	1100	950.000	4	125.534354
OG090_t1	2539	2389.000	209	2608.292800
OG090_t2	1966	1816.000	143	2347.720540
OG091_t1	786	636.000	140	6562.920240
OG091_t2	1731	1581.000	97	1829.220545
OG092_t1	2330	2180.000	104	1422.338782
OG092_t2	1905	1755.000	87	1477.979254
OG093_t1	1805	1655.000	78	1405.150398
OG093_t2	1239	1089.000	84	2299.734035
OG094_t1	1807	1657.000	29	521.797142
OG094_t2	1114	964.000	33	1020.617739
OG095_t1	1487	1337.000	84	1873.156592
OG095_t2	2363	2213.000	96	1293.349875
OG096_t1	1052	902.000	36	1189.932070
OG096_t2	1385	1235.000	65	1569.179426
OG097_t1	1373	1223.000	70	1706.466587
OG097_t2	2166	2016.000	69	1020.433645
OG098_t1	2691	2541.000	13	152.533380
OG098_t2	1607	1457.000	8	163.703001
OG099_t1	1967	1817.000	4	65.634362
OG099_t2	2692	2542.000	4	46.914884
OG100_t1	1423	1273.000	41	960.244126
OG100_t2	2392	2242.000	62	824.484105
OG101_t1	1228	1078.000	9	248.914362
OG101_t2	916	766.000	9	350.299846
OG102_t1	2165	2015.000	188	2781.691766
OG102_t2	2535	2385.000	206	2575.164894
OG103_t1	1441	1291.000	92	2124.651926
OG103_t2	1606	1456.000	86	1761.015922
OG104_t1	2350	2200.000	10	135.520041
OG104_t2	2455	2305.000	10	129.346677
OG105_t1	2280	2130.000	4	55.989501
OG105_t2	863	713.000	6	250.892643
OG106_t1	1251	1101.000	121	3276.606267
OG106_t2	788	638.000	131	6121.767384
OG107_t1	975	825.000	30	1084.160331
OG107_t2	1014	864.000	23	793.670612
OG108_t1	1095	945.000	278	8770.799712
OG108_t2	2014	1864.000	404	6461.921284
OG109_t1	1008	858.000	10	347.487285
OG109_t2	2091	1941.000	16	245.765351
OG110_t1	2419	2269.000	23	302.217457
OG110_t2	2212	2062.000	24	347.015431
OG111_t1	1194	1044.000	126	3598.290753
OG111_t2	2381	2231.000	160	2138.191598
OG112_t1	878	728.000	175	7166.925263
OG112_t2	1217	1067.000	140	3911.918719
OG113_t1	2648	2498.000	18	214.835614
OG113_t2	2594	2444.000	17	207.383369
OG114_t1	1412	1262.000	33	779.616086
OG114_t2	742	592.000	35	1762.676213
OG115_t1	805	655.000	155	7055.318182
OG115_t2	1499	1349.000	179	3956.100243
OG116_t1	1316	1166.000	142	3630.914315
OG116_t2	2333	2183.000	243	3318.782139
OG117_t1	1356	1206.000	42	1038.312754
OG117_t2	1324	1174.000	61	1549.130285
OG118_t1	1746	1596.000	55	1027.438910
OG118_t2	2286	2136.000	62	865.399515
OG119_t1	926	776.000	5	192.103151
OG119_t2	836	686.000	6	260.767426
OG120_t1	2177	2027.000	4	58.834552
OG120_t2	1393	1243.000	3	71.957544
OG121_t1	1350	1200.000	161	4000.099887
OG121_t2	1774	1624.000	129	2368.262791
OG122_t1	1645	1495.000	6	119.656491
OG122_t2	2435	2285.000	9	117.430933
OG123_t1	1782	1632.000	218	3982.561999
OG123_t2	1360	1210.000	196	4829.441473
OG124_t1	2366	2216.000	22	295.991426
OG124_t2	1581	1431.000	25	520.866686
OG125_t1	1304	1154.000	35	904.249842
OG125_t2	963	813.000	32	1173.506877
OG126_t1	1580	1430.000	12	250.190846
OG126_t2	746	596.000	12	600.290116
OG127_t1	1712	1562.000	63	1202.501775
OG127_t2	888	738.000	44	1777.552846
OG128_t1	1229	1079.000	57	1574.996588
OG128_t2	1536	1386.000	97	2086.578414
OG129_t1	895	745.000	4	160.077364
OG129_t2	1335	1185.000	4	100.639356
OG130_t1	1882	1732.000	11	189.352483
OG130_t2	2037	1887.000	19	300.198078
OG131_t1	1189	1039.000	29	832.163488
OG131_t2	1424	1274.000	23	538.250714
OG132_t1	1644	1494.000	349	6964.677894
OG132_t2	2368	2218.000	425	5712.860173
OG133_t1	1970	1820.000	12	196.578521
OG133_t2	2177	2027.000	17	250.046845
OG134_t1	864	714.000	99	4133.930672
OG134_t2	2115	1965.000	105	1593.136364
OG135_t1	2400	2250.000	4	53.003394
OG135_t2	2198	2048.000	7	101.904719
OG136_t1	1174	1024.000	94	2736.869585
OG136_t2	2435	2285.000	120	1565.745773
OG137_t1	1705	1555.000	9	172.559281
OG137_t2	2134	1984.000	11	165.301663
OG138_t1	1433	1283.000	31	720.379331
OG138_t2	2330	2180.000	40	547.053378
OG139_t1	1092	942.000	2	63.300232
OG139_t2	1556	1406.000	3	63.615382
OG140_t1	1593	1443.000	9	185.952655
OG140_t2	1693	1543.000	6	115.934190
OG141_t1	2201	2051.000	11	159.901755
OG141_t2	1755	1605.000	9	167.183602
OG142_t1	1089	939.000	17	539.770985
OG142_t2	969	819.000	13	473.244589
OG143_t1	2385	2235.000	238	3174.867724
OG143_t2	1049	899.000	236	7826.696936
OG144_t1	2024	1874.000	36	572.742117
OG144_t2	2027	1877.000	39	619.478932
OG145_t1	1725	1575.000	76	1438.663550
OG145_t2	1440	1290.000	100	2311.194503
OG146_t1	2200	2050.000	6	87.261685
OG146_t2	2503	2353.000	6	76.024843
OG147_t1	781	631.000	218	10300.382222
OG147_t2	2476	2326.000	210	2691.756625
OG148_t1	1059	909.000	7	229.593909
OG148_t2	2007	1857.000	6	96.330886
OG149_t1	2301	2151.000	89	1233.604095
OG149_t2	804	654.000	95	4330.839241
OG150_t1	1396	1246.000	7	167.496680
OG150_t2	1953	1803.000	7	115.752004
OG151_t1	2114	1964.000	5	75.902263
OG151_t2	1498	1348.000	6	132.705085
OG152_t1	2574	2424.000	8	98.397390
OG152_t2	1959	1809.000	8	131.849239
OG153_t1	1330	1180.000	3	75.799345
OG153_t2	2337	2187.000	3	40.897681
OG154_t1	1360	1210.000	408	10053.123066
OG154_t2	2157	2007.000	418	6209.478326
OG155_t1	1891	1741.000	78	1335.740327
OG155_t2	1363	1213.000	105	2580.802106
OG156_t1	2348	2198.000	73	990.196480
OG156_t2	2424	2274.000	61	799.770868
OG157_t1	2507	2357.000	8	101.194431
OG157_t2	893	743.000	11	441.397712
OG158_t1	2132	1982.000	469	7054.973695
OG158_t2	1445	1295.000	453	10429.287505
OG159_t1	2598	2448.000	380	4628.053699
OG159_t2	2354	2204.000	333	4504.627145
OG160_t1	2361	2211.000	10	134.845812
OG160_t2	1654	1504.000	13	257.704334
OG161_t1	1560	1410.000	239	5053.648066
OG161_t2	2542	2392.000	238	2966.483848
OG162_t1	1668	1518.000	31	608.858157
OG162_t2	1399	1249.000	34	811.601208
OG163_t1	1971	1821.000	15	245.588213
OG163_t2	2322	2172.000	12	164.720492
OG164_t1	2226	2076.000	86	1235.086311
OG164_t2	733	583.000	109	5574.220568
OG165_t1	2502	2352.000	7	88.733360
OG165_t2	1536	1386.000	8	172.088941
OG166_t1	1665	1515.000	22	432.948515
OG166_t2	1181	1031.000	22	636.194956
OG167_t1	1800	1650.000	12	216.832066
OG167_t2	1177	1027.000	10	290.305833
OG168_t1	1245	1095.000	22	599.010959
OG168_t2	1634	1484.000	24	482.173732
OG169_t1	1391	1241.000	85	2042.082815
OG169_t2	1637	1487.000	111	2225.554411
OG170_t1	1006	856.000	304	10588.294818
OG170_t2	1689	1539.000	308	5966.756336
OG171_t1	2282	2132.000	306	4279.178791
OG171_t2	897	747.000	268	10696.468055
OG172_t1	929	779.000	44	1683.997433
OG172_t2	1609	1459.000	45	919.567107
OG173_t1	2558	2408.000	300	3714.419737
OG173_t2	2164	2014.000	261	3863.734247
OG174_t1	2228	2078.000	3	43.042939
OG174_t2	977	827.000	2	72.102561
OG175_t1	1582	1432.000	32	666.243779
OG175_t2	1558	1408.000	31	656.425200
OG176_t1	1708	1558.000	88	1683.997433
OG176_t2	1925	1775.000	59	991.014161
OG177_t1	1200	1050.000	6	170.368052
OG177_t2	2264	2114.000	7	98.723209
OG178_t1	1663	1513.000	19	374.404344
OG178_t2	1489	1339.000	21	467.589687
OG179_t1	1696	1546.000	13	250.703311
OG179_t2	2326	2176.000	15	205.522122
OG180_t1	1093	943.000	17	537.481394
OG180_t2	2329	2179.000	22	301.017439
OG181_t1	1913	1763.000	10	169.111793
OG181_t2	1958	1808.000	10	164.902705
OG182_t1	1883	1733.000	4	68.815716
OG182_t2	2236	2086.000	4	57.170487
OG183_t1	1868	1718.000	3	52.062414
OG183_t2	2465	2315.000	3	38.636383
OG184_t1	1543	1393.000	196	4194.992234
OG184_t2	1640	1490.000	253	5062.446645
OG185_t1	2651	2501.000	191	2276.910091
OG185_t2	1215	1065.000	254	7110.666582
OG186_t1	2170	2020.000	115	1697.354973
OG186_t2	956	806.000	175	6473.351850
OG187_t1	942	792.000	3	112.933368
OG187_t2	2248	2098.000	3	42.632615
OG188_t1	2239	2089.000	26	371.074503
OG188_t2	2417	2267.000	24	315.635562
OG189_t1	1677	1527.000	173	3377.794874
OG189_t2	2069	1919.000	136	2112.954474
OG190_t1	1508	1358.000	60	1317.278752
OG190_t2	2145	1995.000	88	1315.121805
OG191_t1	869	719.000	37	1534.260273
OG191_t2	2358	2208.000	23	310.566761
OG192_t1	2031	1881.000	185	2932.304988
OG192_t2	2289	2139.000	271	3777.328127
OG193_t1	2026	1876.000	3	47.677626
OG193_t2	758	608.000	3	147.110571
OG194_t1	2271	2121.000	6	84.340620
OG194_t2	2666	2516.000	5	59.249621
OG195_t1	1926	1776.000	33	553.983953
OG195_t2	1965	1815.000	35	574.933509
OG196_t1	2137	1987.000	90	1350.426179
OG196_t2	1943	1793.000	71	1180.604041
OG197_t1	1931	1781.000	14	234.363687
OG197_t2	831	681.000	14	612.924710
OG198_t1	1921	1771.000	58	976.417689
OG198_t2	2376	2226.000	42	562.536021
OG199_t1	1554	1404.000	48	1019.296037
OG199_t2	2202	2052.000	32	464.942052
OG200_t1	1128	978.000	297	9054.069019
OG200_t2	2007	1857.000	268	4302.779557
