target_id	length	eff_length	est_counts	tpm
OG135_t1	2400	2250.000	5	70.782468
OG135_t2	2198	2048.000	7	108.869519
OG136_t1	1174	1024.000	101	3141.663262
OG136_t2	2435	2285.000	92	1282.448221
OG137_t1	1705	1555.000	12	245.804070
OG137_t2	2134	1984.000	10	160.544913
OG138_t1	1433	1283.000	41	1017.877271
OG138_t2	2330	2180.000	34	496.776038
OG139_t1	1092	942.000	3	101.439843
OG139_t2	1556	1406.000	3	67.963252
OG140_t1	1593	1443.000	8	176.588278
OG140_t2	1693	1543.000	9	185.786777
OG141_t1	2201	2051.000	11	170.830433
OG141_t2	1755	1605.000	11	218.301070
OG142_t1	1089	939.000	14	474.898349
OG142_t2	969	819.000	15	583.371991
OG143_t1	2385	2235.000	296	4218.445086
OG143_t2	1049	899.000	204	7227.842695
OG144_t1	2024	1874.000	39	662.877437
OG144_t2	2027	1877.000	34	576.969507
OG145_t1	1725	1575.000	104	2103.250484
OG145_t2	1440	1290.000	62	1530.876638
OG146_t1	2200	2050.000	5	77.688075
OG146_t2	2503	2353.000	8	108.294469
OG147_t1	781	631.000	186	9389.053233
OG147_t2	2476	2326.000	220	3012.667392
OG148_t1	1059	909.000	7	245.285781
OG148_t2	2007	1857.000	8	137.219648
OG149_t1	2301	2151.000	142	2102.742780
OG149_t2	804	654.000	112	5454.795716
OG150_t1	1396	1246.000	11	281.198409
OG150_t2	1953	1803.000	10	176.661734
OG151_t1	2114	1964.000	5	81.089895
OG151_t2	1498	1348.000	6	141.774973
OG152_t1	2574	2424.000	7	91.982168
OG152_t2	1959	1809.000	9	158.468212
OG153_t1	1330	1180.000	4	107.973257
OG153_t2	2337	2187.000	4	58.257175
OG154_t1	1360	1210.000	240	6317.774023
OG154_t2	2157	2007.000	436	6919.541736
OG155_t1	1891	1741.000	93	1701.462547
OG155_t2	1363	1213.000	92	2415.823730
OG156_t1	2348	2198.000	53	768.044525
OG156_t2	2424	2274.000	72	1008.510101
OG157_t1	2507	2357.000	10	135.138357
OG157_t2	893	743.000	7	300.087180
OG158_t1	2132	1982.000	290	4660.500556
OG158_t2	1445	1295.000	394	9690.912444
OG159_t1	2598	2448.000	361	4697.145409
OG159_t2	2354	2204.000	276	3988.739815
OG160_t1	2361	2211.000	8	115.249609
OG160_t2	1654	1504.000	9	190.604386
OG161_t1	1560	1410.000	167	3772.554955
OG161_t2	2542	2392.000	130	1731.092973
OG162_t1	1668	1518.000	32	671.454244
OG162_t2	1399	1249.000	41	1045.585699
OG163_t1	1971	1821.000	15	262.373235
OG163_t2	2322	2172.000	18	263.967768
OG164_t1	2226	2076.000	103	1580.331118
OG164_t2	733	583.000	127	6938.624457
OG165_t1	2502	2352.000	9	121.883077
OG165_t2	1536	1386.000	11	252.794529
OG166_t1	1665	1515.000	16	336.391928
OG166_t2	1181	1031.000	27	834.148389
OG167_t1	1800	1650.000	10	193.043095
OG167_t2	1177	1027.000	13	403.191275
OG168_t1	1245	1095.000	17	494.507655
OG168_t2	1634	1484.000	16	343.418983
OG169_t1	1391	1241.000	111	2848.980087
OG169_t2	1637	1487.000	79	1692.210320
OG170_t1	1006	856.000	288	10716.597992
OG170_t2	1689	1539.000	371	7678.449038
OG171_t1	2282	2132.000	200	2988.002880
OG171_t2	897	747.000	254	10830.570438
OG172_t1	929	779.000	56	2289.753786
OG172_t2	1609	1459.000	49	1069.741895
OG173_t1	2558	2408.000	210	2777.800352
OG173_t2	2164	2014.000	271	4285.959285
OG174_t1	2228	2078.000	3	45.984760
OG174_t2	977	827.000	3	115.545746
OG175_t1	1582	1432.000	33	734.022104
OG175_t2	1558	1408.000	37	837.022795
OG176_t1	1708	1558.000	80	1635.538418
OG176_t2	1925	1775.000	53	951.077108
OG177_t1	1200	1050.000	5	151.676718
OG177_t2	2264	2114.000	8	120.537789
OG178_t1	1663	1513.000	13	273.679735
OG178_t2	1489	1339.000	18	428.183714
OG179_t1	1696	1546.000	9	185.426259
OG179_t2	2326	2176.000	9	131.741267
OG180_t1	1093	943.000	20	675.548477
OG180_t2	2329	2179.000	22	321.590838
OG181_t1	1913	1763.000	6	108.401965
OG181_t2	1958	1808.000	6	105.703907
OG182_t1	1883	1733.000	5	91.898761
OG182_t2	2236	2086.000	3	45.808405
OG183_t1	1868	1718.000	4	74.160910
OG183_t2	2465	2315.000	3	41.277033
OG184_t1	1543	1393.000	273	6242.373453
OG184_t2	1640	1490.000	306	6541.440184
OG185_t1	2651	2501.000	297	3782.517744
OG185_t2	1215	1065.000	282	8434.080016
OG186_t1	2170	2020.000	151	2381.024117
OG186_t2	956	806.000	102	4030.912272
OG187_t1	942	792.000	2	80.434623
OG187_t2	2248	2098.000	2	30.364262
OG188_t1	2239	2089.000	32	487.921274
OG188_t2	2417	2267.000	27	379.359060
OG189_t1	1677	1527.000	161	3358.343040
OG189_t2	2069	1919.000	118	1958.597740
OG190_t1	1508	1358.000	59	1383.854589
OG190_t2	2145	1995.000	90	1436.937325
OG191_t1	869	719.000	37	1639.121135
OG191_t2	2358	2208.000	26	375.070144
OG192_t1	2031	1881.000	171	2895.646427
OG192_t2	2289	2139.000	194	2888.877735
OG193_t1	2026	1876.000	4	67.914948
OG193_t2	758	608.000	3	157.165020
OG194_t1	2271	2121.000	5	75.087484
OG194_t2	2666	2516.000	3	37.979464
OG195_t1	1926	1776.000	24	430.433928
OG195_t2	1965	1815.000	22	386.086190
OG196_t1	2137	1987.000	72	1154.178143
OG196_t2	1943	1793.000	63	1119.176226
OG197_t1	1931	1781.000	13	232.497158
OG197_t2	831	681.000	9	420.953005
OG198_t1	1921	1771.000	53	953.225221
OG198_t2	2376	2226.000	64	915.783955
OG199_t1	1554	1404.000	53	1202.394492
OG199_t2	2202	2052.000	41	636.421315
OG200_t1	1128	978.000	236	7686.194402
OG200_t2	2007	1857.000	202	3464.796102
