target_id	length	eff_length	est_counts	tpm
OG032_t1	1959	1809.000	112	2072.811797
OG032_t2	2011	1861.000	132	2374.695744
OG033_t1	1983	1833.000	12	219.179129
OG033_t2	2408	2258.000	11	163.098198
OG034_t1	1062	912.000	46	1688.664639
OG034_t2	1481	1331.000	55	1383.455040
OG035_t1	2304	2154.000	11	170.972949
OG035_t2	1353	1203.000	11	306.131115
OG036_t1	1889	1739.000	6	115.513325
OG036_t2	1911	1761.000	6	114.070228
OG037_t1	943	793.000	83	3504.171240
OG037_t2	1317	1167.000	74	2122.957400
OG038_t1	2518	2368.000	4	56.553399
OG038_t2	1841	1691.000	5	98.993530
OG039_t1	1840	1690.000	26	515.070953
OG039_t2	940	790.000	25	1059.481391
OG040_t1	747	597.000	260	14580.735528
OG040_t2	1879	1729.000	221	4279.348898
OG041_t1	1882	1732.000	309	5972.979271
OG041_t2	2287	2137.000	422	6611.322531
OG042_t1	1550	1400.000	333	7963.364846
OG042_t2	843	693.000	386	18648.095552
OG043_t1	2633	2483.000	3	40.450598
OG043_t2	2590	2440.000	2	27.442305
OG044_t1	1972	1822.000	97	1782.394270
OG044_t2	797	647.000	107	5536.813725
OG045_t1	945	795.000	4	168.450878
OG045_t2	950	800.000	3	125.548545
OG046_t1	1733	1583.000	3	63.448412
OG046_t2	879	729.000	5	229.626968
OG047_t1	1776	1626.000	61	1256.000203
OG047_t2	1905	1755.000	48	915.681695
OG048_t1	2179	2029.000	403	6649.720858
OG048_t2	1550	1400.000	324	7748.138769
OG049_t1	869	719.000	90	4190.772012
OG049_t2	1397	1247.000	111	2980.141883
OG050_t1	2560	2410.000	213	2958.986452
OG050_t2	2538	2388.000	165	2313.289771
OG051_t1	1797	1647.000	161	3272.748953
OG051_t2	1383	1233.000	257	6978.313280
OG052_t1	729	579.000	29	1676.871756
OG052_t2	1844	1694.000	35	691.727520
OG053_t1	2174	2024.000	4	66.165241
OG053_t2	879	729.000	3	137.776181
OG054_t1	750	600.000	24	1339.184479
OG054_t2	2659	2509.000	17	226.844720
OG055_t1	1864	1714.000	64	1250.113866
OG055_t2	1407	1257.000	50	1331.726808
OG056_t1	966	816.000	228	9354.597460
OG056_t2	1491	1341.000	284	7090.387619
OG057_t1	1575	1425.000	180	4229.003616
OG057_t2	1671	1521.000	176	3874.037939
OG058_t1	1157	1007.000	19	631.690792
OG058_t2	1251	1101.000	26	790.617540
OG059_t1	1930	1780.000	106	1993.729701
OG059_t2	1203	1053.000	100	3179.450329
OG060_t1	2501	2351.000	3	42.721751
OG060_t2	2554	2404.000	4	55.706509
OG061_t1	1697	1547.000	47	1017.156925
OG061_t2	2098	1948.000	56	962.452911
OG062_t1	1161	1011.000	225	7450.952217
OG062_t2	1527	1377.000	251	6102.674367
OG063_t1	1905	1755.000	6	114.460212
OG063_t2	774	624.000	5	268.266122
OG064_t1	1594	1444.000	7	162.297288
OG064_t2	1953	1803.000	6	111.413018
OG065_t1	953	803.000	4	166.772662
OG065_t2	2430	2280.000	7	102.788282
OG066_t1	1701	1551.000	77	1662.108395
OG066_t2	1280	1130.000	57	1688.794586
OG067_t1	1462	1312.000	13	331.733960
OG067_t2	2540	2390.000	18	252.147705
OG068_t1	808	658.000	130	6614.513002
OG068_t2	2501	2351.000	188	2677.229710
OG069_t1	2168	2018.000	42	696.800645
OG069_t2	2169	2019.000	29	480.885957
OG070_t1	1545	1395.000	25	599.993046
OG070_t2	2598	2448.000	33	451.318299
OG071_t1	1077	927.000	43	1552.991709
OG071_t2	1810	1660.000	30	605.053228
OG072_t1	1089	939.000	103	3672.417500
OG072_t2	1030	880.000	63	2396.835856
OG073_t1	2030	1880.000	228	4060.293366
OG073_t2	978	828.000	184	7439.913770
OG074_t1	2096	1946.000	62	1066.668007
OG074_t2	1690	1540.000	53	1152.220412
OG075_t1	754	604.000	3	166.289463
OG075_t2	2220	2070.000	3	48.521177
OG076_t1	862	712.000	43	2021.942857
OG076_t2	743	593.000	45	2540.611363
OG077_t1	2092	1942.000	4	68.959036
OG077_t2	1252	1102.000	7	212.665412
OG078_t1	1597	1447.000	211	4881.961385
OG078_t2	2377	2227.000	272	4089.112912
OG079_t1	925	775.000	8	345.595994
OG079_t2	1788	1638.000	6	122.635941
OG080_t1	1566	1416.000	8	189.150350
OG080_t2	1912	1762.000	13	247.011893
OG081_t1	1855	1705.000	71	1394.165659
OG081_t2	1242	1092.000	47	1440.972310
OG082_t1	1961	1811.000	169	3124.270802
OG082_t2	1069	919.000	152	5537.433099
OG083_t1	1250	1100.000	314	9556.907415
OG083_t2	1353	1203.000	343	9545.724774
OG084_t1	2247	2097.000	84	1341.100336
OG084_t2	2686	2536.000	52	686.490466
OG085_t1	982	832.000	7	281.679428
OG085_t2	1330	1180.000	8	226.980420
OG086_t1	2210	2060.000	79	1283.926867
OG086_t2	1911	1761.000	73	1387.854443
OG087_t1	1458	1308.000	3	76.788101
OG087_t2	2612	2462.000	3	40.795628
OG088_t1	1771	1621.000	393	8116.895436
OG088_t2	2576	2426.000	410	5658.137224
OG089_t1	2109	1959.000	3	51.270462
OG089_t2	1100	950.000	4	140.966787
OG090_t1	2539	2389.000	251	3517.531437
OG090_t2	1966	1816.000	176	3244.720102
OG091_t1	786	636.000	105	5527.294428
OG091_t2	1731	1581.000	93	1969.388939
OG092_t1	2330	2180.000	77	1182.536753
OG092_t2	1905	1755.000	64	1220.908926
OG093_t1	1805	1655.000	68	1375.597350
OG093_t2	1239	1089.000	92	2828.396970
OG094_t1	1807	1657.000	24	484.918942
OG094_t2	1114	964.000	31	1076.626526
OG095_t1	1487	1337.000	118	2954.819904
OG095_t2	2363	2213.000	97	1467.475084
OG096_t1	1052	902.000	65	2412.610618
OG096_t2	1385	1235.000	36	975.923911
OG097_t1	1373	1223.000	65	1779.374307
OG097_t2	2166	2016.000	54	896.775320
OG098_t1	2691	2541.000	10	131.757623
OG098_t2	1607	1457.000	12	275.741485
OG099_t1	1967	1817.000	3	55.277290
OG099_t2	2692	2542.000	3	39.511737
OG100_t1	1423	1273.000	55	1446.487555
OG100_t2	2392	2242.000	46	686.914429
OG101_t1	1228	1078.000	10	310.571540
OG101_t2	916	766.000	12	524.484783
OG102_t1	2165	2015.000	201	3339.653600
OG102_t2	2535	2385.000	144	2021.410534
OG103_t1	1441	1291.000	59	1530.051980
OG103_t2	1606	1456.000	55	1264.683144
OG104_t1	2350	2200.000	9	136.962049
OG104_t2	2455	2305.000	13	188.822107
OG105_t1	2280	2130.000	6	94.308766
OG105_t2	863	713.000	6	281.735865
OG106_t1	1251	1101.000	93	2827.978122
OG106_t2	788	638.000	135	7084.243911
OG107_t1	975	825.000	24	973.952348
OG107_t2	1014	864.000	21	813.740569
OG108_t1	1095	945.000	228	8077.620664
OG108_t2	2014	1864.000	241	4328.640817
OG109_t1	1008	858.000	16	624.328428
OG109_t2	2091	1941.000	14	241.480972
OG110_t1	2419	2269.000	27	398.391152
OG110_t2	2212	2062.000	19	308.493030
OG111_t1	1194	1044.000	139	4457.534543
OG111_t2	2381	2231.000	137	2055.897283
OG112_t1	878	728.000	168	7726.064299
OG112_t2	1217	1067.000	171	5365.523567
OG113_t1	2648	2498.000	20	268.051337
OG113_t2	2594	2444.000	18	246.576520
OG114_t1	1412	1262.000	32	848.928354
OG114_t2	742	592.000	49	2771.116531
OG115_t1	805	655.000	145	7411.517152
OG115_t2	1499	1349.000	143	3548.987777
OG116_t1	1316	1166.000	176	5053.526334
OG116_t2	2333	2183.000	200	3067.302974
OG117_t1	1356	1206.000	48	1332.521869
OG117_t2	1324	1174.000	47	1340.325181
OG118_t1	1746	1596.000	68	1426.449633
OG118_t2	2286	2136.000	47	736.676855
OG119_t1	926	776.000	6	258.862979
OG119_t2	836	686.000	6	292.824594
OG120_t1	2177	2027.000	3	49.550486
OG120_t2	1393	1243.000	3	80.803569
OG121_t1	1350	1200.000	102	2845.767017
OG121_t2	1774	1624.000	109	2247.092182
OG122_t1	1645	1495.000	6	134.366336
OG122_t2	2435	2285.000	10	146.519090
OG123_t1	1782	1632.000	172	3528.488516
OG123_t2	1360	1210.000	135	3735.328607
OG124_t1	2366	2216.000	18	271.946307
OG124_t2	1581	1431.000	22	514.711016
OG125_t1	1304	1154.000	38	1102.448228
OG125_t2	963	813.000	23	947.147694
OG126_t1	1580	1430.000	13	304.360109
OG126_t2	746	596.000	12	674.086147
OG127_t1	1712	1562.000	60	1286.028629
OG127_t2	888	738.000	57	2585.823688
OG128_t1	1229	1079.000	91	2823.581732
OG128_t2	1536	1386.000	60	1449.333851
OG129_t1	895	745.000	4	179.756306
OG129_t2	1335	1185.000	4	113.011348
OG130_t1	1882	1732.000	14	270.620420
OG130_t2	2037	1887.000	12	212.906912
OG131_t1	1189	1039.000	30	966.687545
OG131_t2	1424	1274.000	36	946.048690
OG132_t1	1644	1494.000	384	8605.201468
OG132_t2	2368	2218.000	263	3969.854800
OG133_t1	1970	1820.000	17	312.721650
OG133_t2	2177	2027.000	13	214.718774
OG134_t1	864	714.000	61	2860.302983
OG134_t2	2115	1965.000	84	1431.189519
OG135_t1	2400	2250.000	6	89.278965
OG135_t2	2198	2048.000	6	98.084801
OG136_t1	1174	1024.000	114	3727.222426
OG136_t2	2435	2285.000	91	1333.323715
OG137_t1	1705	1555.000	11	236.833268
OG137_t2	2134	1984.000	8	134.998435
OG138_t1	1433	1283.000	34	887.222764
OG138_t2	2330	2180.000	28	430.013365
OG139_t1	1092	942.000	3	106.622968
OG139_t2	1556	1406.000	3	71.435872
OG140_t1	1593	1443.000	6	139.208366
OG140_t2	1693	1543.000	7	151.884176
OG141_t1	2201	2051.000	11	179.559109
OG141_t2	1755	1605.000	10	208.595713
OG142_t1	1089	939.000	11	392.199927
OG142_t2	969	819.000	14	572.301059
OG143_t1	2385	2235.000	231	3460.308887
OG143_t2	1049	899.000	221	8230.249437
OG144_t1	2024	1874.000	42	750.343491
OG144_t2	2027	1877.000	34	606.450084
OG145_t1	1725	1575.000	101	2146.946545
OG145_t2	1440	1290.000	71	1842.676317
OG146_t1	2200	2050.000	7	114.320626
OG146_t2	2503	2353.000	7	99.599356
OG147_t1	781	631.000	192	10187.140249
OG147_t2	2476	2326.000	149	2144.652701
OG148_t1	1059	909.000	10	368.312563
OG148_t2	2007	1857.000	6	108.173221
OG149_t1	2301	2151.000	131	2038.972184
OG149_t2	804	654.000	150	7678.810083
OG150_t1	1396	1246.000	11	295.566398
OG150_t2	1953	1803.000	9	167.119527
OG151_t1	2114	1964.000	4	68.186582
OG151_t2	1498	1348.000	5	124.182537
OG152_t1	2574	2424.000	10	138.117211
OG152_t2	1959	1809.000	10	185.072482
OG153_t1	1330	1180.000	3	85.117658
OG153_t2	2337	2187.000	4	61.233858
OG154_t1	1360	1210.000	431	11925.382443
OG154_t2	2157	2007.000	338	5638.320301
OG155_t1	1891	1741.000	72	1384.567525
OG155_t2	1363	1213.000	87	2401.258236
OG156_t1	2348	2198.000	80	1218.548206
OG156_t2	2424	2274.000	71	1045.317700
OG157_t1	2507	2357.000	8	113.634661
OG157_t2	893	743.000	7	315.420301
OG158_t1	2132	1982.000	462	7804.026603
OG158_t2	1445	1295.000	341	8815.866934
OG159_t1	2598	2448.000	294	4020.835751
OG159_t2	2354	2204.000	337	5119.160268
OG160_t1	2361	2211.000	12	181.707528
OG160_t2	1654	1504.000	10	222.603803
OG161_t1	1560	1410.000	220	5223.769243
OG161_t2	2542	2392.000	147	2057.484514
OG162_t1	1668	1518.000	32	705.762571
OG162_t2	1399	1249.000	40	1072.205347
OG163_t1	1971	1821.000	17	312.549919
OG163_t2	2322	2172.000	13	200.384418
OG164_t1	2226	2076.000	117	1886.856744
OG164_t2	733	583.000	100	5742.643561
OG165_t1	2502	2352.000	6	85.407173
OG165_t2	1536	1386.000	10	241.555642
OG166_t1	1665	1515.000	22	486.172583
OG166_t2	1181	1031.000	29	941.715564
OG167_t1	1800	1650.000	13	263.778761
OG167_t2	1177	1027.000	13	423.792556
OG168_t1	1245	1095.000	27	825.524679
OG168_t2	1634	1484.000	22	496.328479
OG169_t1	1391	1241.000	91	2454.991691
OG169_t2	1637	1487.000	124	2791.843903
OG170_t1	1006	856.000	353	13806.428765
OG170_t2	1689	1539.000	387	8418.849792
OG171_t1	2282	2132.000	323	5072.192619
OG171_t2	897	747.000	286	12818.164687
OG172_t1	929	779.000	46	1976.973235
OG172_t2	1609	1459.000	49	1124.400950
OG173_t1	2558	2408.000	173	2405.304348
OG173_t2	2164	2014.000	262	4355.341775
OG174_t1	2228	2078.000	3	48.334377
OG174_t2	977	827.000	2	80.966413
OG175_t1	1582	1432.000	26	607.870050
OG175_t2	1558	1408.000	29	689.565871
OG176_t1	1708	1558.000	60	1289.330371
OG176_t2	1925	1775.000	83	1565.525517
OG177_t1	1200	1050.000	7	223.197413
OG177_t2	2264	2114.000	6	95.022551
OG178_t1	1663	1513.000	20	442.559312
OG178_t2	1489	1339.000	13	325.044776
OG179_t1	1696	1546.000	13	281.523257
OG179_t2	2326	2176.000	13	200.016064
OG180_t1	1093	943.000	24	852.079202
OG180_t2	2329	2179.000	19	291.928695
OG181_t1	1913	1763.000	8	151.921098
OG181_t2	1958	1808.000	11	203.692329
OG182_t1	1883	1733.000	5	96.594380
OG182_t2	2236	2086.000	4	64.198681
OG183_t1	1868	1718.000	3	58.462652
OG183_t2	2465	2315.000	3	43.386106
OG184_t1	1543	1393.000	267	6417.125911
OG184_t2	1640	1490.000	290	6516.166087
OG185_t1	2651	2501.000	272	3641.125331
OG185_t2	1215	1065.000	239	7513.265032
OG186_t1	2170	2020.000	107	1773.424990
OG186_t2	956	806.000	154	6396.848936
OG187_t1	942	792.000	3	126.816712
OG187_t2	2248	2098.000	3	47.873611
OG188_t1	2239	2089.000	32	512.851883
OG188_t2	2417	2267.000	22	324.901395
OG189_t1	1677	1527.000	138	3025.662378
OG189_t2	2069	1919.000	177	3088.010066
OG190_t1	1508	1358.000	78	1922.982130
OG190_t2	2145	1995.000	64	1074.032664
OG191_t1	869	719.000	35	1629.744671
OG191_t2	2358	2208.000	32	485.211768
OG192_t1	2031	1881.000	189	3363.980149
OG192_t2	2289	2139.000	149	2332.146883
OG193_t1	2026	1876.000	3	53.538825
OG193_t2	758	608.000	3	165.195454
OG194_t1	2271	2121.000	3	47.354472
OG194_t2	2666	2516.000	6	79.840092
OG195_t1	1926	1776.000	39	735.194182
OG195_t2	1965	1815.000	38	700.950554
OG196_t1	2137	1987.000	101	1701.781987
OG196_t2	1943	1793.000	75	1400.429948
OG197_t1	1931	1781.000	15	281.973150
OG197_t2	831	681.000	13	639.111535
OG198_t1	1921	1771.000	72	1361.113530
OG198_t2	2376	2226.000	57	857.294646
OG199_t1	1554	1404.000	34	810.759834
OG199_t2	2202	2052.000	35	571.046013
OG200_t1	1128	978.000	233	7976.226572
OG200_t2	2007	1857.000	261	4705.535122
